10191,脳漿炸裂ガール,脑浆,脑浆炸裂女孩,,,,,,,
10256,いーあるふぁんくらぶ,王力宏,12fan,,,,,,,
10288,六兆年と一夜物語,六兆年,希腊奶,,,,,,,
10301,患部で止まってすぐ溶ける～狂気の優曇華院,患部,优云华院,,,,,,,
10319,幻想のサテライト,幻想卫星,卫星,,,,,,,
10363,Oshama Scramble!,牛奶,,,,,,,,
10420,Change Our MIRAI！,,,,,,,,,
10536,月に叢雲華に風,月丛云,月风,,,,,,,
10572,Scream out! -maimai SONIC WASHER Edit-,,,,,,,,,
10593,conflict,公交车,冲突,bus,,,,,,
10641,Calamity Fortune,cf,,,,,,,,
10665,チルノのパーフェクトさんすう教室　⑨周年バージョン,9周年教室,笨蛋教室,九周年,baka,,,,,
10690,ダンスロボットダンス,跳舞机器人,drd,,,,,,,
10702,WARNING×WARNING×WARNING,,,,,,,,,
10706,シャルル,夏露露,三力儿儿,,,,,,,
10734,ENERGY SYNERGY MATRIX,,,,,,,,,
11001,BLACK ROSE,,,,,,,,,
11002,Secret Sleuth,,,,,,,,,
11003,でらっくmaimai♪てんてこまい!,滴蜡熊,,,,,,,,
11004,MAXRAGE,满怒,绝赞交互,,,,,,,
11005,バーチャルダム　ネーション,赛车,,,,,,,,
11006,P-qoq,,,,,,,,,
11007,超常マイマイン,超常maimai,超常,,,,,,,
11008,Crazy Circle,,,,,,,,,
11009,STEREOSCAPE,,,,,,,,,
11010,STARTLINER,,,,,,,,,
11014,♡マイマイマイラブ♡,my my my love,sega游戏宇宙一,,,,,,,
11015,一か罰,一力罚,一刀罚,,,,,,,
11016,キリキリ舞Mine,,,,,,,,,
11017,福宿音屋魂音泉,魂音泉,,,,,,,,
11018,Now or Never,,,,,,,,,
11019,Scarlet Wings,,,,,,,,,
11020,Technicians High,,,,,,,,,
11021,魔ジョ狩リ,魔女狩猎,魔狩,,,,,,,
11022,TwisteD! XD,xd,,,,,,,,
11023,Blows Up Everything,锤爆,,,,,,,,
11024,Agitation！,,,,,,,,,
11025,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,管弦乐,,,,,,,,
11026,TEmPTaTiON,,,,,,,,,
11027,アポカリプスに反逆の焔を焚べろ,反逆,反逆焰,,,,,,,
11028,玩具狂奏曲 -終焉-,玩具,,,,,,,,
11029,Titania,江江比耶,泰坦尼亚,,,,,,,
11030,BOKUTO,,,,,,,,,
11031,立川浄穢捕物帳,立川,立川净秽捕物帐,青岛侦探事务所,,,,,,
11032,CHOCOLATE BOMB!!!!,,,,,,,,,
11034,METEOR,,,,,,,,,
11037,HOT LIMIT,,,,,,,,,
11043,メルト,melt,,,,,,,,
11044,メルティランドナイトメア,melty land nightmare,,,,,,,,
11046,アディショナルメモリー,额外记忆,,,,,,,,
11048,ナイト・オブ・ナイツ (Cranky Remix),爽骑,,,,,,,,
11049,Bad Apple!! feat.nomico (REDALiCE Remix),bad apple,,,,,,,,
11050,Strobe♡Girl,,,,,,,,,
11051,Destr0yer,destroyer,,,,,,,,
11052,グリーンライツ・セレナーデ,绿光小夜曲,,,,,,,,
11058,デンパラダイム,电波,,,,,,,,
11059,骸骨楽団とリリア,莉莉亚,骸骨乐团,,,,,,,
11060,星屑ユートピア,星屑乌托邦,星屑,,,,,,,
11061,アマツキツネ,天狐,,,,,,,,
11064,"""Little """"Sister"""" Bitch""",,,,,,,,,
11065,Yakumo >>JOINT STRUGGLE (2019 Update),,,,,,,,,
11066,げきオコスティックファイナリアリティぷんぷんマスタースパーク,,,,,,,,,
11067,CocktaiL,,,,,,,,,
11069,太陽系デスコ,太阳系disco,太阳系,,,,,,,
11070,だからパンを焼いたんだ,烧面包,,,,,,,,
11073,アカリがやってきたぞっ,,,,,,,,,
11075,プナイプナイせんそう,噗奶噗奶,punai,噗奶,,,,,,
11077,デビル☆アイドル,恶魔偶像,,,,,,,,
11078,quiet room,静屋,qr,,,,,,,
11080,Jump!! Jump!! Jump!!,,,,,,,,,
11081,サンバランド,桑巴,,,,,,,,
11083,サヨナラチェーンソー,再见电锯,,,,,,,,
11084,イカサマライフゲイム,作弊生存游戏,,,,,,,,
11085,Halcyon,翡翠鸡,,,,,,,,
11086,だれかの心臓になれたなら,心脏,,,,,,,,
11087,幾望の月,几望之月,,,,,,,,
11088,39みゅーじっく！,39music,,,,,,,,
11089,STEEL TRANSONIC,粉毛机娘,钢铁索尼克,,,,,,,
11090,Flashkick,,,,,,,,,
11091,Stardust Memories,,,,,,,,,
11092,My My My,,,,,,,,,
11093,UniTas,,,,,,,,,
11094,ここからはじまるプロローグ。,,,,,,,,,
11095,絡めトリック利己ライザー,,,,,,,,,
11096,モ°ルモ°ル,毛儿毛儿,毛儿,,,,,,,
11097,ブレインジャックシンドローム,,,,,,,,,
11098,共鳴,共鸣,,,,,,,,
11099,Ututu,,,,,,,,,
11100,シエルブルーマルシェ,,,,,,,,,
11101,GRÄNDIR,,,,,,,,,
11102,封焔の135秒,135,封焰,,,,,,,
11103,渦状銀河のシンフォニエッタ,涡状银河,,,,,,,,
11104,ヤミツキ,,,,,,,,,
11105,ワードワードワード,,,,,,,,,
11106,Valsqotch,金熊,,,,,,,,
11107,最強 the サマータイム!!!!!,,,,,,,,,
11108,UTAKATA,,,,,,,,,
11109,タテマエと本心の大乱闘,,,,,,,,,
11110,はちみつアドベンチャー,,,,,,,,,
11111,popcorn,爆米花,,,,,,,,
11113,ハム太郎とっとこうた,哈姆太郎,,,,,,,,
11115,だから僕は音楽を辞めた,,,,,,,,,
11121,ビターチョコデコレーション,,,,,,,,,
11122,アンドロイドガール,,,,,,,,,
11123,スターリースカイ☆パレード,,,,,,,,,
11124,スロウダウナー,,,,,,,,,
11125,クレイジー・ビート,,,,,,,,,
11126,バイオレンストリガー,,,,,,,,,
11127,グラーヴェ,,,,,,,,,
11128,KILLER B,杀b,,,,,,,,
11129,すーぱーぬこになれんかった,,,,,,,,,
11130,アスヘノBRAVE,,,,,,,,,
11131,深海シティアンダーグラウンド,深海city,,,,,,,,
11132,表裏一体,表里一体,,,,,,,,
11133,Catch the Wave,抓浪,,,,,,,,
11134,ソリッド,,,,,,,,,
11135,全力ハッピーライフ,全力,,,,,,,,
11136,Oath Act,,,,,,,,,
11137,Witches night,,,,,,,,,
11138,Drive Your Fire,,,,,,,,,
11139,wheel,轮子,,,,,,,,
11140,Black Lair,,,,,,,,,
11141,energy trixxx,没有鸡,,,,,,,,
11142,NULCTRL,,,,,,,,,
11143,アトロポスと最果の探究者,大奶子伊蕾娜,,,,,,,,
11150,ウマイネームイズうまみちゃん,,,,,,,,,
11152,ぼくたちいつでも　しゅわっしゅわ！,,,,,,,,,
11153,Boys O’Clock,,,,,,,,,
11154,居並ぶ穀物と溜息まじりの運送屋,,,,,,,,,
11155,ARAIS,阿瑞斯,,,,,,,,
11157,Aetheric Energy,,,,,,,,,
11158,Komplexe,老婆,,,,,,,,
11159,Beautiful Future,漂亮未来,,,,,,,,
11160,Mutation,,,,,,,,,
11161,オリフィス,,,,,,,,,
11162,ユメヒバナ,,,,,,,,,
11163,REAL VOICE,,,,,,,,,
11164,パラボラ,白毛体育生,蓝毛体育生,蓝白毛体育生,,,,,,
11165,Regulus,咕噜,,,,,,,,
11166,ワンダーシャッフェンの法則,法则,,,,,,,,
11167,BIRTH,出生,畜生,,,,,,,
11168,シアトリカル・ケース,,,,,,,,,
11169,ステップアンドライム,,,,,,,,,
11170,届かない花束,花束,,,,,,,,
11171,YURUSHITE,,,,,,,,,
11172,ポケットからぬりつぶせ！,,,,,,,,,
11173,トリドリ⇒モリモリ！Lovely fruits☆,,,,,,,,,
11174,Desperado Waltz,华尔兹,,,,,,,,
11175,宛城、炎上！！,炎上,！,,,,,,,
11176,Climax,高潮,,,,,,,,
11177,レーイレーイ,,,,,,,,,
11178,ノーポイッ!,,,,,,,,,
11179,町かどタンジェント,,,,,,,,,
11180,紅蓮華,红莲华,,,,,,,,
11184,Virtual to LIVE,皮套人,管人痴,,,,,,,
11185,命に嫌われている,命嫌,嫌命长,,,,,,,
11186,アンクローズ・ヒューマン,,,,,,,,,
11187,乙女解剖,,,,,,,,,
11188,絶え間なく藍色,绝间蓝,,,,,,,,
11189,ガランド,,,,,,,,,
11190,とりあえずアナタがいなくなるまえに,,,,,,,,,
11191,明星ギャラクティカ,明星,,,,,,,,
11192,絶対にチョコミントを食べるアオイチャン,,,,,,,,,
11193,デリヘル呼んだら君が来た,,,,,,,,,
11194,ベノム,猛毒,,,,,,,,
11195,マネマネサイコトロピック,,,,,,,,,
11198,アスノヨゾラ哨戒班,烧鸡班,,,,,,,,
11199,悪戯センセーション,恶戏,,,,,,,,
11200,Paranoia,,,,,,,,,
11201,絡繰りドール,,,,,,,,,
11202,物凄いヴァイブスで魔理沙が物凄いラップ,,,,,,,,,
11204,Sweet Requiem,,,,,,,,,
11205,Dive into The Sky ～initialized～,,,,,,,,,
11206,BATTLE NO.1,打架第一名,,,,,,,,
11207,Ether Strike,es,以太打击,,,,,,,
11208,Cyaegha,绿魔王,,,,,,,,
11209,Grievous Lady,病女,对立拉窗帘,,,,,,,
11210,c.s.q.n.,csqn,,,,,,,,
11211,カラッポ・ノンフィクション,,,,,,,,,
11212,emomomo,emo,,,,,,,,
11213,Arty Party,大逼纵连,usao跳舞,,,,,,,
11214,Jörqer,jorqer,,,,,,,,
11215,Sqlupp (Camellia's "Sqleipd*Hiytex" Remix),色情露屁屁,,,,,,,,
11216,felys -final remix-,菲利斯,,,,,,,,
11217,Pretender,,,,,,,,,
11219,Prismatic,,,,,,,,,
11221,≠彡"/了→,太空熊,你爹来咯,你爹走咯,,,,,,,太空熊熊
11222,BREaK! BREaK! BREaK!,bbb,！！！,绝赞！绝赞!绝赞！,,,,,,
11223,Heavenly Blast,天爆,,,,,,,,
11224,Paradisoda,苏打,,,,,,,,
11225,VANTABLACK RAVER,黑乙姬,,,,,,,,
11226,時計の国のジェミニ,时钟国,,,,,,,,
11227,Xenovcipher,泽拉斯,,,,,,,,
11228,星めぐり、果ての君へ。,星果,,,,,,,,
11229,スローアライズ,,,,,,,,,
11230,チエルカ／エソテリカ,呐,,,,,,,,
11231,生命不詳,生命不详,,,,,,,,
11232,Never Give Up!,你上当了,never gonna give u up,never gonna give you up,,,,,,
11233,Starry Colors,,,,,,,,,
11234,ほしぞらスペクタクル,,,,,,,,,
11235,VIIIbit Explorer,,,,,,,,,
11239,オーケー？　オーライ！,,,,,,,,,
11240,サヨナラフリーウェイ,,,,,,,,,
11241,単一指向性オーバーブルーム,单一指向性,,,,,,,,
11242,みなえをチェック！,,,,,,,,,
11243,ハジマリノピアノ,,,,,,,,,
11251,冬のこもりうた,,,,,,,,,
11253,おジャ魔女カーニバル!!,,,,,,,,,
11254,秒針を噛む,秒针,咬住秒针,,,,,,,
11255,タケモトピアノCMソング,,,,,,,,,
11260,ネガティブ進化論,消极进化论,进化论,,,,,,,
11261,雨とペトラ,雨和佩特拉,佩特拉,,,,,,,
11262,永遠にゲームで対戦したいキリタン,永远对战,,,,,,,,
11263,KING,王,哈哈你是王,king,,,,,,
11264,幽霊東京,幽灵东京,,,,,,,,
11265,Alice in 冷凍庫,冻死爱丽丝,,,,,,,,
11266,キラメキ居残り大戦争,,,,,,,,,
11275,ロストワードクロニカル,,,,,,,,,
11276,今、誰が為のかがり火へ,今谁火,,,,,,,,
11277,Melody！,melody,马老弟,,,,,,,
11278,下克上々,下克上,,,,,,,,
11279,ハウリング,,,,,,,,,
11280,トランスダンスアナーキー,,,,,,,,,
11281,Re：End of a Dream,终梦,,,,,,,,
11282,もぺもぺ,mopemope,小蓝花,儿童鞋垫,儿童邪典,,,,,
11283,Sound Chimera,奇美拉,,,,,,,,
11284,CO5M1C R4ILR0AD,银河轨道,银河铁轨,,,,,,,
11285,MAKE IT FUNKY NOW,,,,,,,,,
11286,Rush-More,rushmore,多冲,冲多,,,,,,
11287,Strange Bar,,,,,,,,,
11288,Big Daddy,大爹,高潮脸,,,,,,,
11289,ベースラインやってる？笑,,,,,,,,,
11290,ALiVE,,,,,,,,,
11291,ヒミツCULT,,,,,,,,,
11292,MEGATON KICK,,,,,,,,,
11293,LOSE CONTROL,,,,,,,,,
